0 1 2
0 8 4088
3 2 2
3 3 1
0 8 2
2 2 1
0 7 1
2 2 2
1 8 4126
3 5 19
0 8 4125
2 2 2
1 8 4133
0 4 1
0 8 4146
2 1 2
3 8 4195
6 8 4205
3 2 1
2 3 2
0 6 17
4 2 5
3 8 4243
0 1 1
0 4 2
0 6 2
3 3 2
0 5 8
1 3 2
0 4 6
4 5 5
2 2 2
0 1 1
0 3 1
0 4 28
9 8 4329
1 2 1
0 2 3
8 4 9
2 3 3
0 8 4392
0 8 4393
4 4 4
3 3 4
0 8 4422
0 3 5
0 2 1
0 2 1
4 3 4
1 1 1
2 8 4452
1 4 2
0 3 1
6 3 4
2 8 4472
0 2 1
0 8 4478
0 8 4481
2 8 4481
4 8 4492
0 8 4496
0 8 4500
1 8 4527
0 8 4527
2 8 4525
0 8 4536
10 4 1
0 8 4559
3 2 2
0 8 4564
2 2 1
4 4 4
2 8 4569
10 8 4568
0 5 19
3 8 4590
0 8 4606
0 8 4606
2 3 3
3 3 3
0 1 1
0 2 1
1 1 3
7 7 2
0 8 4661
0 3 4
0 8 4665
0 8 4677
0 2 1
8 8 4685
3 8 4718
4 2 1
0 8 4728
5 8 4729
0 8 4748
3 3 4
1 1 1
2 3 3
3 8 4751
8 5 3
0 8 4759
4 2 2
1 1 2
0 3 4
2 8 4784
6 8 4783
0 1 1
0 3 1
4 8 4793
0 5 1
3 4 2
2 8 4812
4 8 4811
4 3 2
0 3 3
6 9 4809
2 4 2
0 1 1
3 9 4819
2 9 4819
1 9 4822
10 9 4823
0 2 1
0 9 4880
0 9 4881
1 9 4891
4 9 4894
5 9 4893
3 9 4893
0 4 3
1 9 4924
7 4 1
0 9 4923
0 4 1
0 2 2
0 2 4
0 3 1
4 9 4951
0 9 4951
10 9 4970
1 9 4968
0 9 4969
1 9 4973
0 1 1
0 9 4993
3 3 1
0 3 3
2 4 3
0 9 5001
6 4 2
3 4 2
6 9 5017
0 1 1
1 9 5024
2 9 5024
8 4 10
3 3 1
8 4 2
2 1 2
0 3 1
0 3 2
6 5 1
0 9 5057
0 2 1
0 4 4
5 9 5064
6 9 5066
1 1 1
6 9 5082
0 1 1
0 1 2
4 2 1
0 2 2
0 9 5099
0 9 5101
2 1 4
0 9 5101
9 3 1
4 5 5
3 9 5112
3 9 5122
2 2 2
0 9 5128
0 2 1
5 9 5140
0 2 1
4 9 5149
0 3 2
3 3 2
0 1 2
0 9 5186
0 9 5184
2 3 5
0 1 1
0 4 8
3 4 3
0 9 5211
3 4 1
2 1 4
0 1 2
0 9 5245
0 2 3
7 3 2
0 9 5244
4 9 5248
1 9 5246
0 2 1
0 9 5271
0 3 1
4 9 5275
13 5 1
0 2 2
0 3 2
3 3 2
4 9 5330
6 9 5327
0 9 5327
0 9 5335
1 1 1
0 1 1
0 2 1
4 2 1
0 9 5353
0 3 1
0 2 1
3 3 2
4 9 5366
8 3 1
8 4 4
0 9 5370
0 9 5372
3 9 5371
4 9 5371
3 2 1
0 4 1
3 3 1
10 6 1
0 9 5392
1 9 5393
8 4 10
0 9 5390
2 9 5393
0 2 2
0 3 1
15 9 5408
0 9 5407
0 9 5408
1 2 2
8 9 5412
6 5 2
0 1 1
3 9 5448
0 7 1
0 5 2
1 9 5457
0 1 2
0 2 1
2 5 2
0 4 1
0 2 1
0 3 1
2 2 1
4 9 5485
0 2 1
0 9 5487
4 9 5490
3 9 5487
10 2 1
3 9 5489
0 9 5488
2 2 1
1 9 5515
0 2 1
4 9 5529
0 9 5528
0 9 5535
0 3 1
0 9 5544
13 6 3
0 9 5554
4 9 5555
0 9 5553
3 3 1
0 1 1
1 9 5544
0 3 2
0 4 1
6 2 1
0 9 5575
2 2 1
0 9 5578
0 3 1
22 6 1
0 4 2
0 9 5587
6 9 5586
8 9 5601
0 5 3
1 9 5599
4 5 2
6 9 5601
0 2 1
2 9 5598
0 9 5604
8 9 5602
7 3 1
2 9 5601
0 2 1
0 9 5605
9 9 5607
5 3 2
2 9 5608
13 9 5605
0 9 5601
0 9 5600
4 4 5
3 5 1
3 3 1
8 9 5604
9 4 1
1 9 5600
2 4 2
8 9 5601
6 9 5600
4 9 5602
2 9 5600
6 9 5602
4 9 5617
3 9 5621
3 9 5620
1 9 5620
5 9 5614
1 9 5613
0 9 5613
4 6 8
3 3 1
0 9 5609
4 5 5
4 2 2
2 9 5616
0 9 5613
0 9 5613
0 1 1
0 9 5621
1 9 5619
0 9 5620
0 9 5615
17 6 2
0 3 1
0 5 2
5 9 5616
0 4 3
0 4 2
0 9 5624
4 9 5647
8 3 1
1 9 5660
2 2 2
3 9 5661
0 4 1
4 3 1
0 3 1
0 9 5677
11 4 1
10 9 5678
0 4 1
0 9 5684
0 3 2
4 10 5690
6 2 4
2 10 5689
0 10 5689
0 10 5693
5 10 5700
0 10 5702
0 10 5706
4 3 5
6 10 5709
4 10 5713
0 10 5714
1 10 5720
0 10 5722
0 10 5720
0 3 1
4 5 3
1 10 5740
4 10 5741
2 3 1
0 2 1
9 6 3
3 10 5768
2 10 5777
7 7 1
0 2 1
0 10 5783
0 10 5785
8 10 5795
6 10 5795
0 10 5793
2 10 5795
3 10 5797
3 10 5797
3 5 1
3 1 2
0 3 4
3 4 2
0 10 5798
0 10 5799
2 10 5809
5 5 2
0 3 1
6 10 5842
0 10 5846
5 3 2
8 10 5857
4 10 5856
8 4 1
3 10 5859
1 10 5883
0 4 6
1 1 2
0 10 5893
4 10 5892
4 10 5894
3 3 1
20 7 2
3 10 5908
2 10 5922
0 1 1
0 6 5
0 2 1
11 10 5955
0 10 5954
2 10 5949
0 1 1
0 2 2
5 10 5959
0 6 2
4 10 5963
0 2 1
2 10 5968
9 10 5968
0 2 1
0 10 5975
3 10 5974
3 4 1
0 10 5974
0 10 5979
0 2 1
0 3 3
8 3 3
1 10 5988
0 10 5987
3 10 5986
0 4 3
0 11 6001
0 11 6005
0 3 2
18 10 2
0 3 1
0 11 5999
4 11 6000
2 11 5999
4 4 5
4 2 2
0 11 5999
0 3 1
10 11 5994
0 3 2
0 6 1
3 11 6002
0 2 2
0 11 5998
0 11 6001
0 11 6006
5 3 2
0 11 6011
7 4 1
0 11 6011
3 3 1
0 11 6018
5 11 6027
0 4 5
3 5 2
0 11 6037
0 6 1
3 1 4
0 4 1
4 4 5
0 11 6041
0 11 6047
5 11 6053
0 3 1
0 11 6065
0 4 2
6 11 6063
2 11 6065
9 11 6063
0 11 6061
0 11 6058
3 11 6069
3 4 1
0 3 1
0 11 6074
3 4 1
3 4 2
0 4 2
0 5 3
8 11 6059
3 11 6055
2 11 6056
3 3 1
4 11 6055
0 11 6048
4 11 6046
5 11 6046
2 11 6046
8 3 1
4 4 5
3 3 2
0 2 1
2 2 1
0 11 6059
0 4 1
0 11 6058
4 4 1
0 11 6057
5 11 6065
0 11 6063
9 11 6063
14 11 6064
9 11 6060
0 11 6061
4 4 5
3 11 6061
2 1 3
0 5 1
9 5 1
0 4 1
6 11 6062
0 11 6062
4 2 1
0 11 6063
0 1 1
0 1 1
2 11 6070
3 11 6076
1 11 6075
0 11 6086
2 11 6086
2 4 1
0 11 6093
4 11 6090
8 3 3
0 11 6095
0 5 1
4 11 6102
0 11 6100
2 2 2
0 11 6100
0 11 6101
0 11 6100
0 11 6101
1 4 2
3 3 1
0 11 6117
0 11 6118
4 11 6118
5 11 6121
7 5 3
3 11 6118
2 11 6114
0 11 6114
0 2 2
6 6 2
0 11 6118
0 3 1
0 11 6124
1 11 6126
0 2 2
4 11 6141
4 11 6142
8 11 6145
4 11 6145
0 11 6144
0 2 1
3 11 6150
2 11 6156
0 11 6159
1 11 6164
8 11 6162
0 11 6162
4 11 6165
2 11 6165
1 3 2
0 4 2
0 11 6166
0 2 1
4 3 2
0 4 1
8 11 6169
6 6 1
0 11 6169
0 3 1
4 11 6164
0 11 6166
2 3 3
0 11 6152
0 4 1
0 11 6154
0 11 6153
9 11 6151
6 11 6152
2 11 6152
0 11 6153
2 11 6155
6 3 4
0 11 6171
5 11 6170
6 2 1
0 11 6182
0 2 1
0 1 1
2 11 6196
4 11 6199
4 3 2
0 7 2
7 11 6193
7 5 1
2 11 6181
7 11 6181
6 6 2
3 1 1
0 5 1
0 11 6190
8 4 1
3 3 1
2 11 6189
0 11 6187
0 2 1
0 11 6185
0 11 6189
0 11 6192
0 11 6192
0 2 3
0 4 2
0 3 1
0 4 2
1 11 6205
0 5 2
8 5 1
0 11 6200
5 11 6203
6 11 6194
1 11 6195
0 11 6210
0 4 3
5 11 6208
0 8 3
20 11 6210
2 11 6208
0 6 1
0 11 6212
2 2 1
3 2 2
0 3 1
0 6 2
4 11 6234
0 7 1
0 11 6244
6 11 6245
6 6 1
0 3 1
4 11 6245
