0 1 2
16031404 7640 2938
16025883 7647 2938
16414442 7687 2939
10339885 7786 2941
17204294 7801 2941
7372087 7816 2940
15146694 7829 2942
17486250 7839 2945
678132 7844 2944
17580108 7852 2944
8169530 7875 2946
17540553 7878 2945
17744133 7883 2945
17816087 7886 2945
17942819 7905 2947
17833870 7939 2947
18164926 7947 2947
2705096 7955 2947
17677616 7982 2947
18859368 8031 2951
17156617 8031 2951
15924462 8039 2951
0 4 1
18988239 8043 2951
19104932 8081 2950
1135559 8081 2950
17850016 8099 2950
19448685 8136 2949
19964155 8218 2954
19653403 8251 2955
7046417 8293 2954
20822956 8295 2954
20935736 8310 2955
21097617 8323 2957
14513467 8344 2955
14737489 8344 2955
21389567 8357 2955
19729409 8377 2954
13326429 8401 2954
21841193 8416 2955
22038865 8433 2955
21852664 8435 2955
22281194 8456 2954
22289706 8458 2954
18260437 8467 2955
6123788 8467 2955
6380554 8467 2955
22679186 8482 2953
6067033 8485 2953
22908814 8511 2953
22968048 8513 2954
17571963 8519 2954
11777298 8526 2954
22830164 8562 2957
22183940 8568 2957
23480933 8582 2957
23337353 8590 2957
23644373 8603 2958
12573973 8608 2958
23754504 8622 2958
23056988 8622 2958
23853725 8639 2958
23890801 8645 2959
23937574 8659 2960
22525085 8689 2961
19702114 8702 2961
22357796 8735 2962
13640532 8738 2962
25157779 8785 2963
25250744 8787 2963
12404980 8794 2963
25569697 8819 2963
19654248 8945 2966
26362951 8946 2966
26502321 8967 2966
26730786 8982 2966
20798599 9080 2969
28357025 9169 2972
28619220 9179 2972
28514334 9199 2973
28987777 9218 2972
28058754 9239 2974
29129002 9245 2974
29412212 9245 2974
11682132 9258 2974
26460033 9261 2974
7024507 9271 2974
29708701 9283 2975
25091159 9294 2975
29494682 9312 2976
19501826 9322 2976
30157205 9337 2977
19800732 9347 2977
30388651 9354 2977
30948559 9418 2978
14703956 9418 2978
31243230 9436 2979
31290745 9451 2979
24551685 9512 2976
32597167 9559 2978
32966025 9590 2976
30608708 9618 2974
33840414 9656 2973
33936174 9665 2974
33640373 9670 2974
10203761 9700 2975
2348217 9743 2979
6839110 9764 2977
34509782 9777 2977
34895694 9777 2977
34923588 9778 2977
22328494 9785 2978
35017910 9785 2978
35057618 9789 2978
11204834 9792 2978
35084356 9792 2978
24017041 9813 2978
32449970 9817 2977
8940347 9819 2977
29573489 9834 2978
19672109 9841 2977
35932486 9847 2978
35568992 9849 2978
36022504 9857 2979
36267253 9871 2979
36775356 9925 2981
17405823 9939 2981
36971442 9945 2981
20693434 9954 2981
9784106 9962 2982
8763744 9972 2981
20547894 10023 2981
23617806 10039 2981
17416730 10049 2979
2042959 10049 2979
37702059 10056 2979
36252899 10071 2978
39120798 10117 2979
35715505 10118 2979
14647227 10148 2978
39801366 10179 2979
39171910 10222 2979
794471 10224 2979
34805143 10317 2981
37467867 10325 2981
4368829 10376 2979
42496567 10383 2979
40924696 10390 2979
17094104 10415 2980
42413023 10432 2981
27688848 10465 2982
43807542 10466 2983
12649539 10479 2983
9555987 10480 2983
39173734 10497 2984
44321141 10509 2983
6712843 10512 2983
44361651 10516 2983
44489817 10533 2983
44742309 10558 2983
30597019 10561 2984
42037635 10566 2984
40275844 10655 2986
45555128 10656 2986
31364788 10668 2986
46359008 10714 2987
46475620 10720 2987
9794611 10721 2987
45980463 10744 2987
46095532 10766 2987
4116588 10835 2987
11587200 10844 2986
47989633 10852 2986
12124909 10854 2986
48926521 10910 2985
12114416 10911 2985
49026891 10918 2984
2299324 10933 2984
49173721 10936 2984
27216029 10936 2984
44923656 10989 2986
42791489 11001 2986
49217557 11002 2986
50568934 11037 2984
35221525 11042 2983
29747733 11048 2983
50767452 11050 2983
39180715 11111 2984
10637133 11113 2984
51438598 11113 2984
14679520 11127 2986
52066565 11157 2987
23587503 11168 2987
6217459 11198 2988
52670804 11229 2986
19162675 11252 2987
44724517 11287 2988
53852070 11313 2989
49932554 11324 2989
17735085 11327 2989
54125092 11331 2989
48339066 11338 2989
48884216 11379 2989
53742484 11383 2989
30506662 11384 2989
40680063 11388 2989
55103040 11404 2989
26838772 11410 2989
0 2 1
55322093 11430 2988
55537217 11440 2988
55833517 11453 2989
56062926 11466 2989
40876480 11492 2991
42564907 11514 2991
56765451 11520 2991
56800414 11522 2991
30686450 11533 2990
56994660 11533 2990
20342727 11533 2990
24609756 11536 2990
38358809 11564 2990
12354695 11602 2990
58152804 11603 2990
58698883 11642 2990
39319078 11660 2989
59013917 11668 2989
59188389 11678 2989
59223486 11681 2989
50527092 11683 2988
14167426 11722 2990
44770805 11733 2990
59256202 11753 2990
60622917 11754 2990
59903473 11768 2989
36021878 11779 2989
59942631 11803 2989
58043802 11820 2989
61809142 11835 2989
58267629 11845 2990
62081541 11855 2990
62188212 11867 2990
60369726 11868 2990
11578137 11873 2990
62247810 11876 2990
56736364 11900 2991
58938663 11949 2991
54321198 11958 2991
63664987 11966 2992
63809788 11971 2991
36100015 11990 2990
63142589 12015 2990
64618748 12021 2990
64359533 12101 2991
7556104 12105 2991
16843454 12123 2991
66816668 12169 2991
22743845 12169 2991
26502068 12171 2991
58140959 12177 2991
67064722 12186 2991
61473828 12202 2993
4678535 12204 2993
67605076 12232 2993
33741031 12248 2993
51397717 12249 2993
686897 12287 2993
68883248 12290 2993
68683690 12292 2993
69578524 12321 2993
9807790 12337 2994
66161758 12351 2994
70831723 12393 2994
70715067 12397 2994
18438026 12410 2994
20980526 12409 2994
62314762 12433 2993
25438940 12450 2992
6931800 12456 2992
72381070 12474 2992
34773814 12504 2992
9132771 12516 2991
21815977 12531 2992
26279418 12531 2992
13584769 12538 2992
55684699 12544 2992
38123941 12566 2991
32076500 12575 2991
7439427 12585 2991
74569540 12602 2991
74688335 12608 2991
36334953 12609 2991
64788784 12632 2991
75400150 12654 2991
75630411 12665 2991
53399150 12679 2991
20349302 12692 2991
70724328 12696 2991
75749760 12713 2992
34462989 12742 2992
77168278 12763 2992
77168065 12766 2992
28508624 12785 2992
39863438 12788 2992
34383043 12813 2993
19028954 12823 2993
25347188 12845 2993
78051151 12887 2993
79065944 12891 2992
73745905 12902 2992
79324248 12905 2992
78837328 12915 2992
79088492 12924 2992
13338097 12948 2992
57301982 12950 2992
50602202 12951 2992
38695576 12972 2992
81616726 13021 2992
81635659 13025 2992
81751608 13045 2992
79164133 13057 2993
26296267 13069 2993
3937748 13073 2993
35361866 13073 2993
61532642 13102 2993
61626931 13156 2993
58046132 13157 2993
70967190 13160 2993
22850413 13162 2993
83763641 13163 2993
83847628 13168 2993
46171583 13169 2993
8910761 13209 2994
1961269 13223 2994
72154156 13230 2994
14818883 13234 2994
85083510 13235 2994
44602312 13239 2994
85242301 13240 2994
67869643 13243 2994
64622489 13264 2994
13156527 13302 2994
86291185 13309 2994
86623984 13320 2994
23351689 13324 2994
79780494 13330 2994
23032017 13336 2994
87170959 13342 2993
87155211 13356 2993
1824150 13364 2994
85475864 13374 2994
3149299 13381 2993
0 3 2
13563866 13389 2994
86533069 13401 2993
8969840 13410 2993
44859726 13431 2994
120912 13439 2994
88443510 13452 2994
83191108 13470 2994
86915647 13470 2994
89172170 13488 2994
71881850 13507 2994
41585062 13538 2994
90238630 13539 2994
51758662 13571 2994
50054171 13573 2994
20299731 13574 2994
1043292 13576 2994
36779867 13597 2994
91728285 13599 2994
91852050 13606 2994
82359839 13612 2994
12705414 13619 2994
86413026 13631 2994
56307932 13643 2994
80184072 13649 2994
19359387 13663 2994
92549198 13669 2994
73707053 13692 2994
2396341 13692 2994
64461264 13693 2994
69024302 13715 2993
93669983 13718 2993
92749223 13721 2993
94597962 13772 2993
90902240 13802 2993
54610674 13803 2993
93688511 13810 2993
10845136 13841 2992
16333439 13847 2992
15846307 13883 2992
97289466 13916 2992
97135460 13923 2992
69715500 13933 2992
97498076 13933 2992
85076017 13949 2992
97973315 13959 2992
50238206 13981 2992
1256420 13991 2992
35820023 14004 2992
95525664 14009 2992
98955959 14011 2992
60209539 14041 2992
81989695 14054 2992
14674900 14056 2992
6323668 14071 2992
48015812 14101 2992
101621327 14101 2992
91244678 14104 2992
101903029 14105 2992
102132977 14117 2992
1873268 14120 2992
44037420 14136 2991
16289806 14139 2991
29734325 14139 2991
102961432 14153 2991
16526980 14155 2991
18396000 14186 2991
15744255 14195 2991
81106048 14248 2992
3905257 14248 2992
99060169 14249 2992
104429191 14269 2992
50457855 14310 2992
21491344 14341 2992
18315882 14355 2992
107113761 14373 2992
98783988 14393 2992
64848583 14395 2992
95787588 14413 2992
108166663 14446 2992
108482598 14451 2992
68114645 14469 2992
11203963 14478 2992
60535724 14502 2992
19063613 14514 2992
10613077 14532 2992
24004806 14574 2993
111589826 14596 2994
69219866 14666 2996
69734883 14719 2994
42592184 14721 2994
114052006 14723 2994
114336494 14733 2995
55309579 14733 2995
114360002 14734 2995
114390604 14735 2995
114420419 14737 2995
24179502 14753 2995
116043241 14802 2995
43242057 14830 2995
18889682 14830 2995
59412432 14850 2995
48827594 14875 2995
12060893 14881 2995
46887261 14894 2995
54854613 14911 2995
117664386 14918 2995
58282492 14939 2995
92275957 14948 2995
29047543 14974 2995
86644584 14990 2995
94433835 14999 2995
71239087 15071 2995
32105127 15082 2995
346974 15098 2995
85777812 15111 2995
99924459 15118 2997
60132255 15132 2997
20670343 15151 2997
118662022 15178 2997
10654962 15183 2997
93831252 15196 2997
5410335 15205 2997
124703203 15274 2997
38151464 15296 2997
55111429 15314 2997
55054667 15318 2997
33996786 15319 2997
126562106 15345 2997
75118597 15386 2997
32785635 15386 2997
15029076 15398 2997
63383072 15405 2997
128330207 15407 2997
128673058 15422 2998
128502759 15422 2998
51031840 15423 2998
106885098 15424 2998
122780280 15429 2998
88148168 15446 2998
12899599 15446 2998
129251233 15460 2998
81623578 15469 2998
76409231 15484 2998
109811728 15489 2998
121800342 15489 2998
129234732 15489 2998
130529581 15508 2998
991891 15522 2998
129686538 15526 2998
131115651 15533 2998
73540028 15550 2998
131475158 15560 2998
131559986 15570 2998
52827795 15594 2998
50206331 15594 2998
132656632 15603 2997
103062423 15618 2997
49952457 15627 2997
117287626 15629 2997
60469353 15631 2997
115226289 15635 2997
30607688 15642 2997
29190554 15643 2997
133536570 15663 2997
36722817 15665 2997
134863094 15684 2997
135087287 15697 2997
74292607 15702 2997
109451905 15705 2997
135538188 15712 2997
135711359 15719 2997
135319034 15761 2997
50210099 15779 2997
5220560 15780 2997
111309647 15780 2997
137944938 15811 2997
137996599 15812 2997
21072167 15823 2997
82316925 15835 2997
137885274 15835 2997
34124802 15843 2997
138657302 15851 2997
135157213 15865 2997
138933214 15871 2997
119494812 15916 2997
4097638 15921 2997
130475763 15923 2997
55776511 15934 2997
129805222 15949 2997
140895168 15962 2997
129835183 15984 2997
141273351 15984 2997
53901394 15988 2997
141537801 15989 2997
25044275 15993 2997
32402257 15999 2997
141992559 16022 2997
19655169 16039 2997
7194267 16071 2997
34819394 16071 2997
16816806 16074 2997
34050866 16089 2997
82800740 16094 2997
62941613 16098 2997
63684474 16107 2997
19202758 16112 2997
112325617 16119 2997
13458706 16121 2997
144018809 16123 2997
55009567 16123 2997
22549430 16130 2997
42875891 16161 2997
93064395 16161 2997
10374177 16173 2997
71487777 16232 2997
33379552 16234 2997
19159337 16285 2997
50546209 16314 2997
147343424 16324 2997
112053325 16337 2997
123003021 16339 2997
147800625 16346 2997
47451210 16357 2997
57980892 16358 2997
32470294 16360 2997
17477400 16386 2997
148797311 16397 2997
73744076 16425 2997
105255341 16429 2997
149607547 16434 2997
5837981 16454 2997
19639502 16456 2997
124703189 16458 2997
134129168 16462 2997
116844211 16475 2997
11050017 16482 2997
45532745 16524 2997
74767017 16540 2997
32413188 16550 2997
107649740 16556 2997
76414805 16563 2997
144856730 16572 2997
20074688 16583 2997
132127101 16588 2997
119902296 16592 2997
115110676 16593 2997
94272120 16602 2997
156280124 16698 2998
71385105 16698 2998
28378401 16723 2998
54157661 16726 2998
4776290 16734 2998
153114348 16785 2999
157723180 16788 2999
6578773 16801 2999
32420489 16813 2999
159172324 16832 2999
31991657 16839 2999
88132881 16842 2999
89656474 16848 2999
160325116 16856 2999
160442997 16859 2999
85259042 16906 2999
161590847 16906 2999
39797382 16918 2999
54664174 16949 2999
156252228 16967 3000
137469883 16970 3000
85896588 16971 3000
46316683 16976 3000
12598219 16980 3000
73403397 17009 3000
51975576 17009 3000
7190388 17014 3000
36552154 17027 3000
119203667 17035 3000
148195487 17077 3000
14471431 17087 3000
108207602 17102 3000
85893575 17111 3000
63610270 17117 3000
92693123 17178 3000
44544322 17179 3000
167701190 17181 3000
132358963 17196 3000
106825271 17202 3000
155727836 17215 3000
117466689 17245 3000
123996294 17265 3000
98890722 17265 3000
58432973 17270 3000
170167954 17274 3000
112328379 17276 3000
156438448 17284 3000
115289401 17290 3000
123744645 17294 3000
170738270 17306 3000
170726895 17307 3000
34892483 17324 3000
171380004 17339 3000
153747899 17340 3000
26658107 17345 3000
32060933 17356 3000
89562083 17362 3000
172074262 17369 3000
60597299 17373 3000
172143773 17373 3000
105474109 17392 3000
161929873 17396 3000
156780263 17407 3000
21051095 17409 3000
114557816 17425 3000
162107742 17440 3000
173613258 17448 3000
1916501 17463 3000
163079895 17465 3000
173914285 17465 3000
105013 17506 3000
60145683 17507 3000
175544775 17508 3000
134153119 17524 3000
60555829 17533 3000
127004599 17546 3000
168672822 17547 3000
167600946 17550 3000
62152414 17573 3000
83694589 17578 3000
34381478 17578 3000
27949926 17591 3000
79151849 17608 3000
89687343 17612 3000
63868579 17625 3000
84466338 17632 3000
23076551 17652 3000
137331169 17673 3000
135788626 17692 3000
181198854 17734 3000
180159899 17767 3000
30541745 17770 3000
170966096 17779 3000
182535235 17791 3000
128013868 17798 3000
179132163 17808 3000
153213020 17810 3000
111074753 17841 3000
114100286 17859 3000
182659810 17861 3000
179718220 17882 3000
180944003 17893 3000
97960856 17895 3000
52591111 17913 3000
53217909 17914 3000
75672458 17916 3000
12396168 17920 3000
102506788 17931 3000
68959121 17952 3000
3562068 17952 3000
14014122 17955 3000
187692645 17959 3000
95933211 17962 3000
169888199 17989 3000
58435747 18002 3000
51703595 18007 3000
32375610 18021 3000
129198005 18033 3000
43243763 18043 3000
190132815 18047 3000
186114682 18047 3000
19764750 18054 3000
50151444 18058 3000
181232202 18058 3000
101637261 18060 3000
190475356 18062 3000
145479409 18064 3000
185494322 18089 3000
191269763 18094 3000
49686190 18119 3000
100270411 18126 3000
79223550 18139 3000
6332790 18150 3000
76589572 18181 3000
95533911 18181 3000
27503936 18186 3000
59137798 18202 3000
195065711 18219 3000
171238222 18240 3000
135240708 18251 3000
161806334 18256 3000
188993383 18259 3000
145881166 18276 2999
175879444 18286 2999
113697845 18297 2999
197731998 18302 2999
186095806 18323 2999
150299862 18330 2999
78490410 18373 2999
142532529 18394 2999
74372520 18402 2999
150141233 18446 2999
41703479 18455 2999
202123549 18461 2999
104802243 18495 2999
44221621 18500 2999
80889959 18518 2999
26117086 18524 2999
204067556 18558 2999
198967952 18577 2999
204852512 18606 2999
143961018 18610 2999
163287114 18615 2999
55111996 18638 2999
98600712 18642 2999
186336549 18655 2999
52650183 18676 2999
57945228 18712 3000
62656393 18724 3000
14846315 18731 3000
208050648 18731 3000
39542569 18736 3000
32182542 18749 3000
47337389 18759 3000
93082291 18763 3000
210609412 18799 3000
41719279 18811 3000
212411911 18863 3000
114788879 18868 3000
57489659 18880 3000
30249682 18886 3000
82718950 18889 3000
36955642 18889 3000
213299340 18904 3000
175196056 18919 3000
204359238 18920 3000
24478481 18926 3000
63627761 18934 3000
2851008 18946 3000
19281359 18954 3000
126961106 18959 3000
158627706 18969 3000
215137947 18999 3000
133861265 19038 3000
3413670 19044 3000
217473726 19089 3000
70708649 19095 3000
176455128 19101 3000
218016738 19101 3000
92026347 19103 3000
18911972 19118 3000
186523176 19127 3000
216165495 19136 3000
68365376 19143 3000
194917980 19222 3000
45023921 19237 3000
126810146 19241 3000
37899919 19247 3000
222893245 19272 3000
43711172 19272 3000
198118477 19277 3000
1349682 19315 3000
127822092 19322 3000
57617883 19362 3000
27343645 19379 3000
67633578 19379 3000
123509013 19380 3000
166950123 19389 3000
5480431 19392 3000
70034061 19397 3000
142930805 19423 3000
209622033 19443 3000
166934208 19445 3000
53576510 19449 3000
173991396 19466 3000
181959760 19479 3000
90787110 19480 3000
46051854 19492 3000
95977253 19494 3000
172137902 19498 3000
135846037 19501 3000
79418195 19508 3000
194714317 19511 3000
229470532 19521 3000
153315019 19545 3000
193757304 19554 3000
57929128 19576 3000
33405101 19610 3000
50080161 19617 3000
203150236 19649 3000
208515046 19678 3000
89856864 19698 3000
113374441 19701 3000
73607009 19702 3000
202994774 19710 3000
80004879 19710 3000
215762158 19728 3000
76578200 19747 3000
135462530 19767 3000
114496900 19776 3000
13901196 19789 3000
20031264 19798 3000
236945726 19799 3000
160711252 19799 3000
227161734 19816 3000
59381271 19850 3000
102550002 19859 3000
165682086 19860 3000
19282040 19860 3000
178788 19869 3000
209282521 19882 3000
102667690 19883 3000
213716242 19885 3000
120542614 19898 3000
134167896 19947 3000
35986517 19965 3000
65426009 19968 3000
168795810 19987 3000
149760960 19995 3000
163406129 20022 3000
127201560 20044 3000
75033762 20067 3000
161929382 20079 3000
244410452 20087 3000
244582292 20098 3000
88408231 20099 3000
129445400 20099 3000
232617114 20106 3000
172860442 20112 3000
19308600 20126 3000
175647186 20127 3000
105183872 20130 3000
245697822 20140 3000
90105360 20187 3000
210689335 20187 3000
225199253 20199 3000
110611281 20211 3000
103357192 20220 3000
201943318 20229 3000
207020614 20256 3000
245146546 20258 3000
165294322 20267 3000
35374174 20268 3000
161906394 20282 3000
210842254 20319 3000
245436348 20328 3000
69839465 20331 3000
103884377 20351 3000
83287261 20354 3000
90561239 20364 3000
22479737 20364 3000
173819378 20376 3000
118580618 20400 3000
137605759 20438 3000
129287254 20443 3000
222248682 20470 3000
196846153 20481 3000
14601898 20513 3000
93980823 20514 3000
32867983 20518 3000
130445579 20520 3000
84226854 20548 3000
11644660 20559 3000
32066306 20580 3000
258407302 20581 3000
251317413 20617 3000
78115489 20624 3000
61131248 20647 3000
231847247 20648 3000
261017865 20667 3000
182048754 20673 3000
115520477 20708 3000
140560823 20742 3000
114048233 20769 3000
165539851 20773 3000
265196401 20777 3000
60271073 20786 3000
31423515 20798 3000
101194487 20816 3000
197227188 20828 3000
82780162 20831 3000
62143966 20838 3000
151527591 20841 3000
29898356 20858 3000
28578598 20883 3000
268210378 20915 3000
10578589 20928 3000
167847126 20929 3000
196324146 20938 3000
46454347 20960 3000
85886079 20967 3000
224263414 20968 3000
88994718 20993 3000
150142279 20996 3000
178088090 20996 3000
53914028 21006 3000
250713695 21009 3000
165613370 21024 3000
191229984 21033 3000
231052276 21041 3000
187333196 21046 3000
128071162 21054 3000
41247226 21076 3000
242974302 21086 3000
187351157 21104 3000
104725755 21107 3000
17011961 21136 3000
40932910 21187 3000
175121093 21220 3000
186061382 21223 3000
100791146 21226 3000
42670838 21240 3000
53913670 21256 3000
53915464 21259 3000
260813644 21273 3000
152824103 21274 3000
701993 21282 3000
218420247 21306 3000
22276731 21317 3000
146242840 21369 3000
257561476 21382 3000
278717144 21390 3000
32878375 21396 3000
21138381 21418 3000
287093689 21425 3000
286737334 21426 3000
39614613 21438 3000
48406510 21445 3000
49442923 21466 3000
283858171 21482 3000
274664446 21484 3000
289372959 21494 3000
267053158 21505 3000
180750468 21505 3000
137619298 21530 3000
73948999 21539 3000
259713848 21572 3000
78448821 21575 3000
251427441 21592 3000
283373560 21615 3000
110686650 21616 3000
149758265 21633 3000
174531585 21639 3000
65220378 21639 3000
293721693 21639 3000
56012300 21645 3000
105396666 21655 3000
161359657 21660 3000
173663319 21662 3000
50621194 21666 3000
150444794 21668 3000
209303664 21697 3000
117477518 21701 3000
228158549 21716 3000
255606614 21739 3000
202159577 21750 3000
43083303 21754 3000
50064464 21772 3000
128316826 21774 3000
222841651 21780 3000
238947035 21807 3000
9668606 21812 3000
236607791 21821 3000
50669857 21853 3000
301294465 21863 3000
114729739 21877 3000
210961134 21922 3000
107193162 21931 3000
161267435 21951 3000
100426211 21955 3000
295419707 21958 3000
291264002 21970 3000
114279586 21979 3000
43670759 21999 3000
258006624 22006 3000
260009845 22019 3000
18919026 22020 3000
185447791 22027 3000
125386463 22036 3000
308565128 22061 3000
23402181 22066 3000
187172104 22096 3000
131802947 22103 3000
73413230 22134 3000
166388343 22150 3000
73495455 22174 3000
189663073 22177 3000
75985469 22210 3000
44172480 22222 3000
149077231 22224 3000
21308941 22237 3000
301375440 22240 3000
157453182 22250 3000
212848862 22278 3000
66831601 22288 3000
41727017 22298 3000
317220157 22309 3000
29020463 22317 3000
132552503 22366 3000
206122536 22384 3000
215572755 22387 3000
29483573 22406 3000
298735480 22408 3000
278778619 22415 3000
264965490 22434 3000
37039102 22435 3000
103234946 22450 3000
112434415 22458 3000
103279623 22468 3000
146038471 22472 3000
104333744 22475 3000
192179535 22480 3000
201334228 22482 3000
262699363 22491 3000
85021971 22493 3000
221172151 22559 3000
52130168 22587 3000
26745354 22599 3000
96032115 22616 3000
312316686 22635 3000
284572561 22671 3000
49042475 22677 3000
261619371 22681 3000
243206148 22698 3000
