0 1 2
50190129 13295 3000
29673744 13313 3000
70960779 13320 3000
69140152 13331 3000
18242592 13345 3000
11751301 13346 3000
62688398 13361 3000
39957486 13361 3000
12056193 13477 3000
56752002 13483 3000
59410412 13485 3000
45449952 13499 3000
74075351 13502 3000
5576979 13526 3000
60301855 13533 3000
9592432 13582 3000
12331043 13606 3000
75319536 13606 3000
75502692 13610 3000
68827526 13617 3000
75665101 13624 3000
24940357 13631 3000
56269951 13653 3000
13062693 13661 3000
76724527 13664 3000
8953945 13669 3000
76888183 13673 3000
76905720 13679 3000
16784167 13681 3000
76595895 13696 3000
12019097 13706 3000
64813069 13714 3000
41586749 13718 3000
5072168 13739 3000
68898908 13769 3000
68557892 13773 3000
77607713 13778 3000
73557407 13779 3000
31826819 13782 3000
78194431 13788 3000
78495950 13803 3000
5967515 13803 3000
27924130 13817 3000
78886806 13831 3000
68736620 13858 3000
44122032 13873 3000
79543917 13874 3000
11772865 13888 3000
56970281 13894 3000
79941359 13902 3000
12758612 13915 3000
23778361 13941 3000
73964180 13949 3000
2972667 13986 3000
81655997 14003 3000
16728279 14005 3000
70373905 14017 3000
34105630 14017 3000
82337685 14057 3000
73677356 14069 3000
54940587 14077 3000
82585433 14100 3000
73871560 14139 3000
3683686 14147 3000
61222214 14149 3000
62344621 14184 3000
69275053 14184 3000
34044009 14217 3000
44696938 14220 3000
67009523 14223 3000
19204535 14232 3000
84729259 14233 3000
85616068 14296 3000
28188629 14310 3000
30003701 14328 3000
1471855 14334 3000
60532499 14334 3000
4001986 14372 3000
87621257 14420 3000
41205593 14425 3000
39960272 14444 3000
79141476 14459 3000
39204762 14507 3000
30984180 14565 3000
15813232 14655 3000
43126073 14655 3000
90651293 14662 3000
26012008 14699 3000
17040599 14705 3000
74200327 14706 3000
82286190 14706 3000
45180580 14718 3000
42862983 14721 3000
87519358 14736 3000
37024073 14761 3000
27482196 14808 3000
31462563 14815 3000
93872539 14851 3000
7017477 14860 3000
33494890 14882 3000
94398750 14888 3000
94765351 14901 3000
95450947 14952 3000
58902243 14956 3000
28247092 14957 3000
21568013 14968 3000
65034977 15016 3000
22967216 15046 3000
97017307 15077 3000
21735252 15078 3000
97104138 15084 3000
3724195 15090 3000
97334754 15092 3000
30074834 15092 3000
70077970 15175 3000
43005198 15176 3000
98574059 15177 3000
19516459 15193 3000
39368295 15197 3000
34913768 15236 3000
99549249 15248 3000
99777543 15263 3000
100057135 15296 3000
49586088 15301 3000
94899064 15304 3000
3587310 15322 3000
46987774 15325 3000
98578992 15397 3000
97855274 15410 3000
102057064 15412 3000
88421188 15419 3000
7649050 15465 3000
81252210 15472 3000
355851 15483 3000
24630193 15488 3000
17760421 15495 3000
32336659 15525 3000
53088325 15555 3000
75347096 15555 3000
62112840 15573 3000
1150828 15593 3000
99681091 15607 3000
83350662 15619 3000
104599146 15638 3000
78154660 15676 3000
39136000 15681 3000
106090854 15695 3000
31606723 15716 3000
53421162 15716 3000
106448829 15717 3000
60484480 15743 3000
63262120 15760 3000
23304479 15766 3000
98194433 15772 3000
4919034 15833 3000
108250395 15834 3000
5528912 15844 3000
108844453 15871 3000
43281037 15883 3000
65235411 15887 3000
26819915 15887 3000
62477511 15908 3000
61522657 15926 3000
26222760 15933 3000
9982957 15941 3000
105686697 15948 3000
32749645 15954 3000
89099773 15961 3000
46007219 15970 3000
4446921 15978 3000
68538964 15983 3000
105664409 16001 3000
34129625 16010 3000
95929024 16026 3000
18495814 16054 3000
111978835 16063 3000
17100407 16160 3000
70435142 16186 3000
101227629 16238 3000
107507123 16260 3000
26221155 16289 3000
2481971 16398 3000
77360889 16415 3000
213409 16420 3000
27342347 16433 3000
118666300 16476 3000
19290648 16482 3000
83290312 16484 3000
64360089 16495 3000
73743690 16511 3000
79916939 16543 3000
96093618 16544 3000
120276757 16559 3000
79463044 16560 3000
105914749 16566 3000
5135466 16570 3000
12460873 16577 3000
63549993 16577 3000
121474648 16629 3000
119604099 16643 3000
114873838 16665 3000
60457196 16714 3000
121547205 16717 3000
25603171 16723 3000
18677722 16725 3000
98433759 16730 3000
4930694 16742 3000
82416640 16745 3000
123772910 16760 3000
96648534 16797 3000
10918454 16798 3000
8604203 16812 3000
125469148 16868 3000
106187118 16887 3000
22570774 16912 3000
25817630 16915 3000
3765130 16925 3000
126313581 16934 3000
9762228 16944 3000
33499814 16954 3000
12379081 16960 3000
46160750 16992 3000
55361752 16993 3000
20942743 17012 3000
90660506 17020 3000
60325276 17036 3000
25216643 17036 3000
21019246 17063 3000
46912782 17067 3000
3870337 17079 3000
128924493 17084 3000
68910925 17086 3000
101569319 17107 3000
92226647 17111 3000
18175823 17133 3000
129955274 17140 3000
114919690 17148 3000
29962196 17158 3000
130265311 17188 3000
131309838 17194 3000
84641745 17267 3000
5260914 17273 3000
102079761 17307 3000
51364618 17309 3000
78645125 17320 3000
9622568 17320 3000
63109875 17330 3000
54243143 17352 3000
91551158 17354 3000
108320917 17363 3000
41617564 17379 3000
43936506 17429 3000
12581408 17480 3000
49360953 17480 3000
84476883 17481 3000
3170624 17506 3000
87390023 17511 3000
26866760 17537 3000
27507524 17546 3000
44466976 17556 3000
67812225 17580 3000
6532192 17599 3000
39733253 17618 3000
43603833 17619 3000
114305088 17623 3000
27808900 17629 3000
1953457 17632 3000
85945109 17638 3000
26868877 17648 3000
5074062 17679 3000
27501686 17687 3000
69543021 17692 3000
105678839 17712 3000
140581003 17716 3000
48359950 17721 3000
85878764 17736 3000
38951255 17772 3000
141533127 17777 3000
84947996 17782 3000
119836014 17804 3000
15903514 17818 3000
19968059 17855 3000
19495713 17874 3000
144265738 17877 3000
34854649 17924 3000
142952491 17966 3000
146045779 17993 3000
38658485 18007 3000
4543349 18019 3000
88470216 18027 3000
102455253 18127 3000
140775724 18131 3000
73426256 18134 3000
100789666 18140 3000
12824419 18155 3000
24775350 18158 3000
149270687 18174 3000
50086406 18194 3000
54115727 18212 3000
51928294 18218 3000
92355259 18239 3000
32929423 18244 3000
33066404 18264 3000
58692117 18291 3000
56767276 18297 3000
111954324 18310 3000
38328336 18335 3000
118716683 18347 3000
59048460 18370 3000
153084139 18374 3000
37909959 18390 3000
4693961 18390 3000
153582605 18391 3000
66604022 18399 3000
127288073 18422 3000
55304724 18425 3000
8492443 18486 3000
155295040 18488 3000
33206992 18505 3000
88587057 18527 3000
131673501 18551 3000
38224095 18567 3000
4932555 18590 3000
153415058 18590 3000
1225349 18600 3000
142643856 18621 3000
31217984 18621 3000
98749840 18644 3000
126639170 18647 3000
120345981 18649 3000
4362759 18677 3000
14253533 18685 3000
100345304 18733 3000
18353898 18783 3000
100988834 18784 3000
2081092 18784 3000
86643063 18787 3000
152154447 18791 3000
125881726 18851 3000
163304196 18857 3000
88581534 18864 3000
134981227 18883 3000
73227991 18903 3000
97712492 18925 3000
137146788 18934 3000
10785647 18935 3000
149955803 18939 3000
164723100 18939 3000
165235195 18963 3000
45887669 18986 3000
20059560 18988 3000
164066938 18988 3000
154265698 18991 3000
27292507 19026 3000
53987159 19026 3000
46453173 19033 3000
101730818 19044 3000
33742011 19065 3000
41703221 19097 3000
65462648 19103 3000
88919395 19117 3000
6135204 19116 3000
49783880 19166 3000
66293613 19207 3000
169485355 19210 3000
11882024 19224 3000
169703574 19224 3000
75136440 19227 3000
111950350 19255 3000
19827224 19281 3000
170690054 19296 3000
21656222 19309 3000
165000365 19314 3000
42876046 19322 3000
10240360 19331 3000
9044775 19335 3000
172265351 19364 3000
54231618 19453 3000
36327847 19471 3000
113481368 19473 3000
173995368 19474 3000
172898869 19484 3000
169475924 19485 3000
24233858 19486 3000
1284988 19502 3000
161600761 19509 3000
5921559 19521 3000
148925360 19538 3000
81402574 19541 3000
74355600 19546 3000
19785194 19636 3000
123549263 19637 3000
552134 19730 3000
125981412 19738 3000
11285530 19738 3000
180422648 19808 3000
180309662 19809 3000
13159630 19823 3000
180725880 19839 3000
113457550 19877 3000
9742706 19918 3000
92832603 19943 3000
19945 19947 3000
182785367 19955 3000
32156008 19961 3000
9975943 19961 3000
75461211 20006 3000
42297429 20029 3000
31565043 20064 3000
124456800 20065 3000
54198243 20124 3000
57140784 20130 3000
28173059 20142 3000
137594472 20142 3000
20797640 20148 3000
148958693 20181 3000
21045449 20195 3000
91998370 20210 3000
42488370 20228 3000
147347594 20238 3000
